year,avgTemp,maxTemp,minTemp,rainFall,avgPrice
20181127,15.5,21.1,11.8,0,3138
20181128,14.5,18.7,11.5,0,3139
20181129,13.6,17.9,8.9,0,2942
20181130,13.9,17.9,10.6,0,2861
20181203,19,21.8,17,6.5,2858
20181204,17.4,20.3,14.7,0.6,2858
20181205,13.7,16.8,10.6,0,2842
20181206,12.2,14,10.8,8.4,2900
20181210,7.9,11.2,4.2,0,2917
20181211,10.8,12.7,8.8,8.2,2917
20181212,7.3,10.4,4.8,0,2917
20181213,7.1,10.3,4.1,0,2904
20181214,6.4,9.8,4.2,0,2899
20181217,9.6,11.9,8.2,0,2899
20181218,9.1,12.5,5.2,0,2922
20181219,13.5,17.1,7.1,0,2922
20181220,13.1,15.8,11.4,10.5,3019
20181221,15,18.4,12,0,3019
20181224,8.3,11.6,4.9,0,2992
20181226,10.2,12.4,8.6,0,2990
20181227,7.3,10.8,2.6,0,3114
20181228,1.9,4.7,0.8,0.1,3101
20181231,6.1,8.4,3.6,0,3090
20190102,5.2,8.4,3.6,0,3091
20190103,7.1,10.6,2.6,0,3106
20190104,9.3,11.8,6.6,3.2,3104
20190107,10,12.8,7.6,0,3117
20190108,8.7,12.1,4.1,0,3117
20190109,5.6,7.2,4.4,0,3117
20190110,8.8,11.8,6.7,0,3131
20190111,9.2,11.5,8.1,0.9,3136
20190114,8.7,13.3,4.7,0,3134
20190115,8.4,12.6,5,0,3146
20190116,4.8,7.6,2.9,0,3104
20190117,5,9.1,2,0,3122
20190118,7,11.2,2.9,0,3189
20190121,5.9,10.2,2.6,0,3171
20190122,7.3,13.1,3.5,0,3172
20190123,8.6,14.6,3.1,0,3171
20190124,8.9,13.8,4.6,0,3135
20190125,7.6,13.1,3.2,0,3144
20190128,8.1,11.9,5.3,0,3072
20190129,7.1,10,2.8,0,3056
20190130,9.4,12,7.3,0.2,3056
20190131,6.7,8.4,4.7,14.9,3145
20190201,5,8.7,2.2,0,3218
20190207,11.5,14,7.3,1.4,3193
20190208,8,10.1,6.2,0,3222
20190211,5.2,8.1,2.8,0,3261
20190212,7,10.2,3.3,0,3275
20190213,8.7,12,5.2,0,3275
20190214,7.7,10.3,5.4,0,3294
20190215,8.6,11,5.8,0.8,3294
20190218,8.7,9.8,6.5,3.4,5786
20190219,12.9,17.6,9.1,14.4,5678
20190220,9.7,12.9,6.8,0,5678
20190221,9.9,12.4,8.2,0,5558
20190222,9.7,13.7,7.9,1.6,5505
20190225,11.2,15.8,6.3,0,5477
20190226,12.1,17.8,7.6,0,5434
20190227,11.4,12.2,10.3,0.9,5528
20190228,11.6,15.2,10,0,5296
20190304,11.3,16.1,8.7,0.8,5342
20190305,12,15.8,7.6,0,5300
20190306,11,15,9,5.6,5267
20190307,9.8,14.5,7.1,0,5170
20190308,9.9,14.4,5,0,5192
20190311,10.6,14.4,7.5,0.2,5344
20190312,10.5,15,6.6,0,5419
20190313,8.3,12.3,5.1,0,5338
20190314,8.8,12.9,5.1,0,5553
20190315,10.2,14.8,6.4,0,5574
20190318,11.3,14.9,8.9,8.7,5628
20190319,13.3,18.3,8,0,5636
20190320,15,17.8,10.5,13.2,5567
20191011,21.6,25.2,16.9,0,5969
20191014,19.7,24.1,15.6,0,5995
20191015,18.8,22.5,15.7,0,5569
20191016,18.2,22.1,15.1,0,5257
20191017,19.3,23.6,14.5,0,4843
20191018,19.2,22,17.8,2.6,4773
20191021,19.8,23.5,16.1,0,4779
20191022,20.4,24.5,17,0,4570
20191023,20.4,23.2,19.2,0,4388
20191024,20.1,23.7,18.1,0.4,4352
20191025,20.2,24.5,16.4,0,4216
20191028,16.8,20,14.9,0,4118
20191029,17.7,23.1,13.9,0,4001
20191030,16.6,20.6,13.1,0,4013
20191031,17.2,21.3,13.4,0,3637
20191101,18.6,23.4,13.9,0,3150
20191104,17.4,21.3,14.9,0.3,3131
20191105,17.4,21,15,0,3157
20191106,17,21.7,13.6,0,3135
20191107,16.9,20.8,13.9,0,2998
20191108,15.4,18.9,12.3,0,2984
20191111,16.2,19.7,13.4,0,3032
20191112,15.6,19.2,12.1,0,2987
20191113,15.8,19,12.7,0,2975
20191114,12.3,15.2,8.4,0,2897
20191115,12.5,16.6,7.4,0,2897
20191118,15.6,21.3,10.8,9.9,2850
20191119,10.5,13.4,8.4,0,2842
20191120,10.4,14.7,7.4,0,2853
20191121,13.6,17.5,7,0,2840
20191122,17.6,21,14.8,0,2831
20191125,13.9,17.8,11.3,0,2829
20191126,14.3,16.1,11.3,0,2793
20191127,13.3,14.8,11.3,8.6,2799
20191128,12.4,16.9,9.3,0,2638
20191129,11.6,16,8.5,0,2623
20191202,10.3,14.9,6.7,0,2660
20191203,8.6,11.9,5.5,0,2666
20191204,10.5,14.7,7.9,0,2664
20191205,8.6,13.2,6.2,0,2691
20191209,10.6,14.6,6.2,0,2713
20191210,13.8,18.1,10.4,0,2718
20191211,13.3,18.4,9,0,2693
20191212,9.4,12.4,6.7,0,2647
20191213,11.2,14.9,6.9,0,2645
20191216,14.5,17.6,12.8,1.7,2641
20191217,16.2,19.8,13.2,9.8,2641
20191218,12.1,14.8,10.4,0,2653
20191219,10.9,13.1,8.5,0,2614
20191220,8.9,11.9,6.1,0,2617
20191223,10.8,15.3,6.3,0,2621
20191224,10.5,14.4,8,0,2618
20191226,11.2,13.8,6.2,19,2569
20191227,6.5,9.6,4.5,0,2569
20191230,13.1,15.5,10.2,0,2574
20191231,5.3,10.7,3.4,0,2574
20200102,8.7,12.7,5.6,0,2543
20200103,9.5,13.4,6.1,0,2542
20200106,14.6,17.3,11.2,1.3,2539
20200107,16.8,18.4,12.4,16.3,2526
20200108,7.8,12.7,6.3,2.4,2540
20200109,8.4,9.8,5.9,0,2540
20200110,9.4,13.1,6.1,0,2573
20200113,7,10.6,3.2,0,2556
20200114,5.4,7.9,3.5,12.4,2552
20200115,6.4,9.3,3,0,2572
20200116,8.2,10.3,6.8,0,2617
20200117,8.6,12.7,4.5,0,2617
20200120,8.2,11.9,5.4,0,2645
20200121,8.3,11.8,4.6,0,2647
20200122,11.9,14.2,8.9,32.4,2653
20200123,13.3,14.8,11.8,0,2686
20200128,9.9,13.2,7,0,2755
20200129,9.3,13.9,6.8,0,2780
20200130,8.1,12.5,5.7,0.1,2812
20200131,7.6,11.5,4.5,0,2750
20200203,8.8,13.7,4.8,0,2768
20200204,7.9,12.2,4.6,0,2772
20200205,6.6,8.9,3.3,0,2741
20200206,5.5,9.6,2.7,0,2729
20200207,8.3,11.8,4.8,0,2729
20200210,10.3,15,6.5,0,2660
20200211,10.9,14.4,6.1,3.7,2635
20200212,12.6,15.5,9.4,60.1,2635
20200213,12.1,15.5,8.6,0,2631
20200214,13.7,16.7,11,0,2631
20200217,1.5,3.7,-0.2,5.9,2631
20200218,5.3,10,0,0.5,2714
20200219,7.7,11.1,3.7,0,2741
20200220,10.2,14.2,5.7,0,2758
20200221,12.7,15.7,8.7,1.7,2743
20200224,12.8,16.1,5.8,0,6453
20200225,16,16.9,14.4,0.2,6379
20200226,13.3,16.1,10.1,0,6579
20200227,11.2,14.9,8,0,6416
20200228,10,11.2,8,7.3,6534
20200302,10.4,12.9,8,0,6618
20200303,11.8,13.9,8.3,0,6618
20200304,10.1,14.8,4.4,0,6542
20200305,7.4,11.7,3.1,0,6925
20200306,9.9,12.2,6.6,0,6881
20200309,13,14.4,11.4,30,6739
20200310,11.4,15.2,7.1,0.6,6591
20200311,9,14.5,5.6,0,6591
20200312,10,13.4,5.2,0,6158
20200313,12.8,15,10.3,0,6076
20201014,18.9,23.2,14.2,0,6436
20201015,18.8,22.8,15.5,0,6333
20201016,16.7,20.4,12.6,7.5,6238
20201019,17.9,22.3,13.6,0,4918
20201020,18.9,22.7,16.4,0,4632
20201021,18.9,22.5,17,25,4648
20201022,18.1,20.8,15.9,6.4,4429
20201023,15.5,19,12.9,0,4382
20201026,16.9,21.3,13.1,0,4193
20201027,17.2,21.3,13.9,0,4149
20201028,18.5,22,15.8,0,3435
20201029,17.4,21.1,13.9,0,3343
20201030,16.6,20.5,13.2,0,3290
20201102,16,19.2,13.1,3.8,3197
20201103,13.6,17,10.3,0,3143
20201104,12.4,17.2,8.5,0,3120
20201105,15,18.6,10.1,0,3255
20201106,18.2,20.9,15.1,0.3,3255
20201109,13,16.6,10.3,0,3256
20201110,13.8,18.3,8.8,0,3223
20201111,13.2,17.5,9.4,0,3219
20201112,15.1,19.9,11.9,0,2935
20201113,15.6,19.9,11.2,0,2936
20201116,18.1,19.8,17.2,0.9,2881
20201117,20.8,23.5,17.8,0,2903
20201118,21.7,23.5,20.9,0,2930
20201119,20.3,21.9,17.2,2.3,2910
20201120,15.8,18,13.9,0,2873
20201123,11.9,15,10,0,2796
20201124,13,15.5,9.9,0,2769
20201125,14.3,17.9,10.7,0,2750
20201126,13.5,14.5,11.8,2.4,2828
20201127,12.4,15.6,8,0,2825
20201130,9.1,12.8,6.9,0,2840
20201201,8.5,12.3,6,0,2840
20201202,10.9,15.2,6.8,0,2825
20201203,9.8,14.3,5.5,0,2839
20201207,11.2,15.8,7.9,0,2792
20201208,9.5,13.1,7,0,2777
20201209,9.5,12.8,7.6,0,2793
20201210,12.2,15.1,7.8,0,2734
20201211,11.6,12.5,9.8,0.4,2696
20201214,3.3,6.5,1,0,2694
20201215,2.8,7.6,0.7,0,2666
20201216,3.9,7.3,2.1,0,2637
20201217,4.9,9.5,1.4,0,2585
20201218,6.5,10.9,2.7,0,2585
20201221,6.4,10.5,3.8,0,2585
20201222,8.5,13,4.8,0,2558
20201223,10.9,15,5.4,0,2575
20201224,12.1,15.8,7.2,0,2579
20201228,11.7,15.5,7.9,0,2590
20201229,12.5,15.2,9.9,4.3,2582
20201230,0.7,10,-2.1,3.9,2587
20201231,1.8,4.3,-1.3,1.1,2534
20210104,6.5,10.8,3.2,0,2505
20210105,7.2,10.3,4.3,0,2492
20210106,3.6,5.9,2.5,0.4,2494
20210107,-1.9,2.9,-3.4,1.3,2608
20210108,-1.7,1.3,-3.4,3,2576
20210111,4.2,6.7,2.6,0.1,2605
20210112,4.3,7.4,1.6,0,2615
20210113,9.7,13.1,3.8,0,2641
20210114,11.3,14.7,7.2,0,2577
20210115,14.1,17.1,11,0,2579
20210118,6.4,9.4,2.4,0,2607
20210119,5.6,9.7,2.4,0,2671
20210120,9.8,13.6,4.5,0,2674
20210121,13.4,16.6,9.6,1,2674
20210122,13.3,15.2,11.1,10.6,2685
20210125,12.4,14.9,10.6,0,2785
20210126,12.4,15.5,9.4,10.6,2785
20210127,9.5,13.7,5.9,0,2725
20210128,6.5,11.7,0.8,0,2752
20210129,2.7,6.7,0,0,2724
20210201,12.1,15.1,10.1,25,2763
20210202,6.6,11.2,2.1,0,2763
20210203,5.7,8.7,2.3,0,2803
20210204,9,11.9,6.1,0.1,2804
20210205,8,10.9,5.3,2,2804
20210208,8.2,11.1,6.1,0,2804
20210209,7.7,10.5,5.1,0,2790
20210210,9.1,12.9,5.1,0,2781
20210215,9.7,14.3,3.4,0,2796
20210216,6.2,9.4,2.9,0.2,2796
20210217,0.7,3.9,-2.3,1.2,2790
20210218,2,4.6,-2.1,0.7,2782
20210219,7.2,11.5,1.3,0,2786
20210222,15.9,23.6,12.4,0,2786
20210223,11.9,14.4,9.6,0,2786
20210224,11.3,15.3,7,0,2786
20210225,11.6,13.8,9.9,7.1,2785
20210226,11.2,12.9,9.7,3.3,2813
20210302,9.4,13.7,4.8,0,2813
20210303,9.4,12.7,4.7,0,2815
20210304,11.9,13.7,9.9,35.2,2815
20210305,13.4,16,11.2,0.1,2846
20210308,10.7,15.5,6.6,0,2846
20210309,11.6,14.5,8.9,0,2829
20210310,12.7,18.1,8,0,2829
20210311,14.3,18.2,11.1,21.7,4872
20210312,13.6,17.4,10.8,12.5,5085
20210315,14.6,17.3,10.1,0.6,4987
20210316,15.1,17.5,12.6,25.4,5113
20210317,13.7,17.9,9,0,6339
20210318,14,18.4,8.6,0,6561
20210319,14.4,17.1,13.2,8.2,6738
20210322,9,12.7,5.2,0,6827
20210323,11.2,15.4,7.1,0,6827
20210324,14,18.1,8.9,0,6827
20210325,14.8,18.8,11,0,6357
20210326,15.8,20.2,10.2,0,6447
20210329,15.5,19.8,12.2,0,6381
20210330,15.5,19.3,12.8,0,6381
20210331,16.3,20,13.1,0,6392
20210401,15,17,13.4,23.9,6872
20210402,17.1,19.3,14,0.4,6829
20210405,13.5,16.9,10.8,0,6922
20210406,14.7,18.2,11.2,0,6922
20210407,16.8,22.2,11.9,0,7164
20211001,23.3,27.6,19.3,0,8841
20211005,25.4,28.5,23.2,0,8474
20211006,25,27.5,22.8,0,8330
20211007,24.4,27.3,21.9,0,7956
20211008,25.1,27.9,22.6,0,7924
20211012,23.1,25.7,21.2,1.8,7942
20211013,22.8,24.3,21.6,0.2,7712
20211014,23.4,26,21.8,0,7468
20211015,23.1,26,20.8,0,7315
20211018,14.8,18.4,9.9,0,7134
20211019,16.2,21.1,12.5,0,7073
20211020,14.6,16.6,12.7,0,6993
20211021,16,19.7,13.2,0,6826
20211022,15.7,19.6,13,0,6787
20211025,17.7,21.6,14.6,0,6753
20211026,17.1,21,13.8,0,4554
20211027,17.6,22.5,13.3,0,4221
20211028,17.7,21.5,13.5,0,3232
20211029,18.3,21.5,16.8,0,3746
20211101,18,22.3,14.7,0,3210
20211102,15.8,19.7,12.9,0,3168
20211103,15.9,20.4,11.9,0,3172
20211104,17.1,21.9,13.1,0,3171
20211105,17.9,21.1,13.8,0,3165
20211108,14.1,21,10.2,10.6,3186
20211109,10.9,14.3,8.3,2.5,3173
20211110,10.9,13.5,7.7,3.1,3164
20211111,12.6,16.6,9.8,0.7,3094
20211112,11.6,14.9,8.6,0.7,3085
20211115,14,18,9.9,0,3075
20211116,13.9,17.8,11.4,0,3075
20211117,14.7,19.2,10.8,0,3038
20211118,14.6,18.5,11.9,0,3048
20211119,14.6,19.8,9.9,0,3047
20211122,11.6,16.1,7.3,0,2845
20211123,9.1,11,7.1,0,2889
20211124,11,14,8.9,0,2918
20211125,13,17.4,10.4,0,2908
20211126,12.7,18.7,9,0,2904
20211129,14.9,18,11.9,0.7,2939
20211130,12.6,18.7,6.4,36.7,2932
20211201,7.6,10.3,5.6,0,2902
20211202,8.6,11.6,5.8,0,2916
20211206,12,16.3,7.9,0,2925
20211207,12.3,17.4,8,0,2923
20211208,12.4,16,9.9,0,2920
20211209,14.1,17.1,12.3,0,2920
20211210,14.3,18.6,11.6,0,2933
20211213,7.6,11.3,5.3,0,2927
20211214,8.3,12,4.6,0,2927
20211215,12.4,17.1,8.3,0.3,2910
20211216,11.9,12.9,10.8,11.7,2832
20211217,5.5,12.3,1.4,1.4,2815
20211220,10.3,14.1,5.6,0,2850
20211221,12.6,17.1,10.3,0,2859
20211222,11.6,17.3,7.4,0,2859
20211223,11,15.7,6.9,0,2868
20211224,11.3,15.4,6.9,0,2801
20211227,3.7,7.5,-0.4,0,2790
20211228,7,11,3.5,0,2798
20211229,9,12,6.9,0.1,2804
20211230,6.5,9.1,4.6,0,2895
20211231,5.3,8.8,2.8,0,2900
20220103,8.5,12.7,5.4,0,2870
20220104,8.3,12.3,4.5,0,2888
20220105,6.7,9.2,5.1,21.6,2891
20220106,8.6,12.4,5.7,0,2964
20220107,7.2,11.6,3.7,0,2983
20220110,8.3,12.2,5.1,0,3042
20220111,3.6,7.7,0.8,0.2,3039
20220112,3.9,7.6,1.5,0,3095
20220113,4.3,6.7,1.9,2.1,3087
20220114,5.1,8.2,1.8,0,3087
20220117,6.9,10.2,5.2,0,3106
20220118,5.5,8.5,3.1,0,3096
20220119,6.2,10,3.3,0.2,3087
20220120,4.8,7.3,2,0,3114
20220121,7.5,10.4,2.6,0,3113
20220124,10,12.3,8.3,0,3090
20220125,9.3,10.6,8.5,0.2,3092
20220126,9.6,12.4,7,0,3092
20220127,9.4,11.7,7.7,0,3037
20220128,8.5,12,6.7,0,3037
20220203,6.5,9.3,4.1,0,2903
20220204,5.2,9.5,2.3,0,2904
20220207,5,8.4,1.7,3.9,2904
20220208,5.7,9.8,2,0,2904
20220209,6.8,11.2,2.8,5.2,2901
20220210,6.8,11.2,4.8,2.8,2924
20220211,7.9,12.5,3.8,0,3021
20220214,9.8,14,6.5,0,3021
20220215,5.4,10.6,1.2,0,3075
20220216,2,5.4,0.1,0,3075
20220217,1.9,4.5,-0.4,0,3081
20220218,5.8,9.1,1.8,2.8,3081
20220221,4.2,7.7,0.6,0,3081
20220222,4.6,8.3,2.4,0,3126
20220223,4.5,7.4,2.2,0,3126
20220224,4.6,8.3,1.2,0,3164
20220225,6.9,11.1,2.6,0,3222
20220228,10.4,13.4,5,0,3254
20220302,8.2,12.6,4.6,0,3311
20220303,9.2,13.7,3.6,0,3400
20220304,11.2,15.7,7.6,0,3456
20220307,8.9,11.9,6.6,0,3401
20220308,10.4,16.6,5.6,0,3441
20220309,11.8,16.3,6.8,0,3441
20220310,13.1,17.1,7.6,0,3408
20220311,16.5,18,14.7,0,7353
20221018,15.4,20.1,11.5,0,5646
20221019,15.8,20.2,11.5,0,5431
20221020,17.5,20.8,14.2,0,5068
20221021,20.1,23.6,16.3,0,5107
20221024,15.9,20.1,13,0,4953
20221025,14.9,18.3,11.5,0,5110
20221026,17.5,20.1,15.6,0,4999
20221027,17.5,21.5,14.7,0,4770
20221028,17.8,22.7,13,0,4721
20221031,17.8,21,15.8,0,4700
20221101,18,22.2,14.6,0,4696
20221102,17.3,21.8,13.3,0,4551
20221103,16.9,21,11.3,0,4290
20221104,15.7,18.4,13.2,0,4156
20221107,14.1,18.2,10,0,3174
20221108,16,21.1,11.5,0,3173
20221109,17.1,21,12.8,0,3164
20221110,19.3,22.6,15.8,1.9,3318
20221111,20.6,23.2,19.1,0,3303
20221114,15.1,18.6,12.8,0,3276
20221115,13.6,17,10.7,0,3284
20221116,14.4,18.9,9.4,0,3259
20221117,15.5,17.9,12.7,0,3091
20221118,17.2,20.2,15.8,0,3047
20221121,16.3,20.3,13.3,0,3146
20221122,16.3,17.8,13.9,0.5,3123
20221123,16.5,19.8,13.7,0,3124
20221124,15.4,20.1,12,0,3153
20221125,15.9,20.1,10.4,0,3153
20221128,20.7,23.3,17.4,41.1,3153
20221129,18,21.1,14.8,8.3,3099
20221130,8.3,14.8,5.2,0,3093
20221201,6,8.8,4.2,0,3152
20221205,10,12.8,5.6,0,3121
20221206,8,12,4.2,0,3124
20221207,10.8,15.6,7.1,0,3138
20221208,10.7,14.2,8.1,0,3128
20221209,11,14.7,7.9,0,3125
20221212,9.8,14.3,5.8,0,3139
20221213,9.2,12.3,6,0,3135
20221214,4.5,7.3,2.8,0,3161
20221215,6.4,10.6,3,0,3282
20221216,9.2,11.8,6.8,0,3239
20221219,5.3,8.2,1.3,0,3216
20221220,8.5,12.1,3.6,0,3235
20221221,9.3,13,6.8,3.7,3253
20221222,2.9,6.9,-0.9,2.6,3213
20221223,0.8,3.3,-1.3,3.9,3229
20221226,6.8,11.6,3.6,0,3270
20221227,7.5,11.2,4.1,0,3284
20221228,6.7,11.3,4.3,0,3311
20221229,5.9,9.1,3.4,0,3322
20221230,5.9,10.1,2.7,0,3317
20230102,7.5,11.6,4.6,0,3384
20230103,6.1,10.1,3.4,0,3370
20230104,6.9,11.2,3.1,0,3357
20230105,7.9,13.1,4.1,0,3326
20230106,9.1,12.1,5.2,0,3314
20230109,11.8,16.9,8.5,0,3323
20230110,10.2,14.1,5.7,0,3334
20230111,10.7,15,7.2,0,3345
20230112,14.4,16.5,9.1,12.1,3337
20230113,16.6,17.8,15.4,45.7,3321
20230116,5.9,7.8,3.7,0,3308
20230117,5.9,8.5,3.5,0,3306
20230118,6.1,10,3.8,0,3298
20230119,6.8,9.7,5.3,0,3371
20230120,6.1,10.1,2.3,0,3367
20230125,-0.4,3.7,-4.4,0,3377
20230126,6.1,9.8,2.2,0,3347
20230127,2.3,6.6,-0.2,1.4,3343
20230130,5.8,10.5,2.5,0,3416
20230131,8.2,12.5,2,0,3430
20230201,12.2,15.5,8.4,0,3459
20230202,8,10.1,5.5,0,3444
20230203,7.9,11,5.7,0,3469
20230206,8.9,11,6,2.7,3437
20230207,11.3,15.9,8.8,0.3,3512
20230208,10.8,16.1,6.5,0,3561
20230209,10.2,13.4,8.3,11.4,3561
20230210,11,15,7.8,5.1,3577
20230213,10,11.8,7.2,6.7,3529
20230214,8.4,11.9,5.9,0,3495
20230215,8.1,11.3,4.7,0,3500
20230216,8.9,12.3,6.8,0.4,3526
20230217,11.1,14.7,6.6,1,3455
20230220,6.5,12.5,2.3,0,3408
20230221,4.4,8.4,1,0,3441
20230222,8.9,11.7,5,2.2,3471
20230223,10.1,12.5,8.2,4.9,3525
20230224,10.5,14.8,7.3,3.6,3525
20230227,8.7,13.2,4,0,3597
20230228,11.9,15.2,7.2,0,3597
20230302,7.2,10.5,4.9,0,3574
20230303,8.9,12.8,3.8,0,3574
20230308,15.3,18.6,11.2,0,7674
20230309,15.8,18,13.6,0,7924
20230310,14.1,18.4,10.1,0,7631
20230313,7.8,12.2,4.6,0,7845
20230314,11.5,15.4,6,0,7791
20230315,16.3,20.4,11.8,0,7912
20230316,14.2,17.1,12.4,0,7422
20230317,12.1,14.6,9.6,13.4,7366
20230320,13.3,15.6,9.2,0,7377
20230321,16,17.9,13.9,6.2,7325
20230322,17.2,18.7,15.9,3.7,7114
20230323,17.4,19.3,16.5,1.9,7144
20230324,14.7,16.8,12.6,11.4,7036
20230327,13,16.9,10.1,0,6941
20230328,13.9,18.2,9.4,0,6941
20230329,14.2,18.1,11,0,7356
